Category,Title,Summary,URL
Crypto Markets,Bitcoin ETF Inflows Reach $471M - Bitcoinsensus,"<a href=""https://news.google.com/rss/articles/CBMiqgFBVV95cUxQOTFWeWo0THFwdDJydXhWZWlvMkZtWnFyWERzRX...",https://news.google.com/rss/articles/CBMiqgFBVV95cUxQOTFWeWo0THFwdDJydXhWZWlvMkZtWnFyWERzRXNEWjhKMDMxa2psQ0gyRGJJQzJmZGljZmlBUEdvNWpKdml1bWpTaG50cjZCbmI1bVd3OGNyc0VxVDc2dWYtM2ZobXZUSDlfOVdPS3p1SzVVZm41Z1JWS3VFRk9nd1NkbkhQdnJwdGt1c2tXNmNzTHU5TjRmWm9aUU4yeUN3aEw5eEZlSmZldw?oc=5
Regulation & Legal,SEC’s crypto safe harbor proposal moves to White House review stage - Crypto Briefing,"<a href=""https://news.google.com/rss/articles/CBMicEFVX3lxTE1CR1dRTzNYWGtTOWVacEc5eXBhNWJYaTFNUTF4dU...",https://news.google.com/rss/articles/CBMicEFVX3lxTE1CR1dRTzNYWGtTOWVacEc5eXBhNWJYaTFNUTF4dUh3VnNVeVdHTlRSbWlPMzNiYkpoeUtYMTdCVDJPVlRjZ1AySzN3Tk4yRXZpSDI3R2NUcHAwSzNfcUtfUVRST3lZTVdlWDRGMmhNTmM?oc=5
Regulation & Legal,"SEC's ""Reg Crypto"" Initiative: Does It Bring Transparency or Add Extra Regulatory Burden? - Bitget","<a href=""https://news.google.com/rss/articles/CBMiY0FVX3lxTE0xVWQ1bUZmcDZDRnhua3k5QUVwa3oxQndVNjcxNn...",https://news.google.com/rss/articles/CBMiY0FVX3lxTE0xVWQ1bUZmcDZDRnhua3k5QUVwa3oxQndVNjcxNnhmc0JUZzZvOEE4djRZbVdzSXUzVWsyRURmU09jUUpIVDB5RmFReV9YM04yN2JwdG9OUmtJQjZ4cVFLRXd2MNIBY0FVX3lxTE0xVWQ1bUZmcDZDRnhua3k5QUVwa3oxQndVNjcxNnhmc0JUZzZvOEE4djRZbVdzSXUzVWsyRURmU09jUUpIVDB5RmFReV9YM04yN2JwdG9OUmtJQjZ4cVFLRXd2MA?oc=5
Regulation & Legal,Crypto market safe harbor lands at White House for review - Cryptonews.net,"<a href=""https://news.google.com/rss/articles/CBMiVkFVX3lxTE8zdlN2TmlwQVZOTF81ZVBpVUNqQkhhSUFWQy11VC...",https://news.google.com/rss/articles/CBMiVkFVX3lxTE8zdlN2TmlwQVZOTF81ZVBpVUNqQkhhSUFWQy11VC1TUDh5VUNkdms3bGNwYi1yeVNJX09rWTRqT2NibzZycFFlckJLa0lmMjVsdDV4VU93?oc=5
Regulation & Legal,XRP Price Hinges on Senate CLARITY Act — Why This Bill Matters - TradingView,"<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxOY1JzMEpkdmdyYzZLRDcyVzZCWXY5OEt6d09YWl...",https://news.google.com/rss/articles/CBMivgFBVV95cUxOY1JzMEpkdmdyYzZLRDcyVzZCWXY5OEt6d09YWlpZU1hZZFZhejZrNXRWUGtwSU5ZMkZWZHhWMmtuajUxVzl5SHh6TVVKc21rSW1Ra3NjaVh0OVQ4c3QwWGprMVlrbDZUS1hFSjE1b0UyQ2ZZZ01Rem1CRUo3RmhrRE5kNDlfQkZ0YVg1cU9MSVQyNUJkaE5FOUVsSlpWaExiVUptaTJLdGllLUhqYU16Y0ZnYkF4cVFLelZZTkZB?oc=5
Regulation & Legal,US SEC Proposes Own Crypto Fundraising Rules Apart from Exemption in CLARITY Act - CoinGape,"<a href=""https://news.google.com/rss/articles/CBMimgFBVV95cUxQZ3pTNU1qc0RBbS1oT3VqUXdjclg2QjBfMzM5bk...",https://news.google.com/rss/articles/CBMimgFBVV95cUxQZ3pTNU1qc0RBbS1oT3VqUXdjclg2QjBfMzM5bkJOYXpJZVFPSHFmWEp0M25zVHgzdVN4dW9pTGRVbzhXc08yTXVLV1BnUVhqdmNfbkpSRVk0d25rZzJJZHZ4WTZKZ2g2bGJ3eE1ZN1J5d1N1REhZRWN4ZmRLeUtBT0syUm44SEZzUVRoaWxjTHZKbWYxRm90Nzhn?oc=5
Regulation & Legal,"XRP winning institutional interest amid Clarity Act momentum, insiders say. So why's the price down? - dlnews.com","<a href=""https://news.google.com/rss/articles/CBMiogFBVV95cUxNVGR3Q25tOGtiX1Vxd29UWHVObVNOLWxWbzNOeW...",https://news.google.com/rss/articles/CBMiogFBVV95cUxNVGR3Q25tOGtiX1Vxd29UWHVObVNOLWxWbzNOeWtGc01MbGlTS0lOYmlLNGlnQ3VDeWRfejFpRDl5c085eDltcFBkcHNpdVRxYW1taWVQYlVqM3lJR3lIdEF1T0NvMEVmQXlOeC1zOG9HZ2NQN2tKVHN1MFFHamNoUlZRSzR2bVdlaGJpZTY2UzhERUx4WEtnVVV1ZF9PNVlCdWc?oc=5
Regulation & Legal,Crypto Regulation News: Legal Expert Calls Drift Incident Civil Negligence Case - The Coin Republic,"<a href=""https://news.google.com/rss/articles/CBMivwFBVV95cUxPd1NLbUlRZ3hVQWliOWJLeUhfZktUdUNzQlkteV...",https://news.google.com/rss/articles/CBMivwFBVV95cUxPd1NLbUlRZ3hVQWliOWJLeUhfZktUdUNzQlkteVpBTU5jT19YbUw4dHcyTk8ySk9tMXBlejZZNzV5SEszTER5UURxYk1fb3ptOUhYME5odW5FczlRX3pPQkNkQnNLanpfcy1ZekRjNjFCZUR5eFY0c2pRSG9PQVNZRFpNQ0ZPNkdUR3dWVDFnZ0ZNeGVjTDQ0MWdlYlN3ZklLeHk5dW9TcGwyXzNXejVRTks3TU1XcnpBekg4aWlmQdIBxAFBVV95cUxQc2FUSjFMUUpKcTlrR3VOS2ZQRTYwX3BUX2ZzOHVMWUkxak5lZUlEVXhOaFJRZW9qWUZxWTRCMFkxOXhVSWxMcTl6UzZNVWVVcVd1SzUxdFc3NG43ak9FOUV6TDZnYWF1eXp5dnFYdGRxYThRY29WYTVaZlFDcnUzWi1oSVJPc2J3Y3BpUExDZkd4c1lZSXdCLUx5TzVKZXQxRFZHTGNUOUVDUVFBWU4zLTNCN25GbjBMc3lhUEs1Z3hXSXli?oc=5
Regulation & Legal,SMSFs to benefit as crypto regulation moves one step closer - SMSF Adviser,"<a href=""https://news.google.com/rss/articles/CBMikgFBVV95cUxNU2lTOGM2WTlnRW1hdVNLRkJORFVXYkJzSXhRWm...",https://news.google.com/rss/articles/CBMikgFBVV95cUxNU2lTOGM2WTlnRW1hdVNLRkJORFVXYkJzSXhRWmd6anZKSTY5M1QtZTlJZkk5MzJPRm5maTZsbndoaWY5TWRnbW9rcGYxVE9vQ1RITjBJY1NONUZmZ3Z0bEl2aXpnOU00akZxWnNuMUs3Q0pfT0JUMnl1TFA2RDZWVFkwT3VncDFrZE90bmhsTzg3Zw?oc=5
Regulation & Legal,Did Washington’s ten-day XRP regulation pivot reshape the US digital asset landscape? - The Cryptonomist,"<a href=""https://news.google.com/rss/articles/CBMiZ0FVX3lxTE94a0ZYUWpNdkljZWp4RW0tSVpHaV9DUFN3RFJnbj...",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE94a0ZYUWpNdkljZWp4RW0tSVpHaV9DUFN3RFJnbjctR3o1LWprYW5uZXF4b2RieG5lOXNVMFR6bjU3bG1Bbk80SVRkdUp6MDk5RXF4U3lQTElsNjFBTzBmSTFuN3ZZRW8?oc=5
Regulation & Legal,"不丹王国政府将 519.7 枚比特币转入 2 个新钱包，价值约 3,675 万美元 - CryptoRank","<a href=""https://news.google.com/rss/articles/CBMiWEFVX3lxTE4xdmNwQnV5SkE4Wkl2b3FHazZpQ0kzTjQtdTNydH...",https://news.google.com/rss/articles/CBMiWEFVX3lxTE4xdmNwQnV5SkE4Wkl2b3FHazZpQ0kzTjQtdTNydHNSb3hlaDBHMVIyc1hWTWZSQ1gyQzA1TnVGMjJJdHJQaDJaRXZjdUpnbXRDLUNXSDJ0azY?oc=5
Security & Exploits,AI security lab depthfirst raises $80m Series B round - FinTech Global,"<a href=""https://news.google.com/rss/articles/CBMikAFBVV95cUxOUGtiRFBpVFl2UmtvWmdYN3FRamdZSXdyODZaMV...",https://news.google.com/rss/articles/CBMikAFBVV95cUxOUGtiRFBpVFl2UmtvWmdYN3FRamdZSXdyODZaMVhiZ3IwR1dzLW5OdlR5YkRlNjZRR1U0VkdLendBV1hlLU1SUjBXTFdVUmc5Z1JVVUoxTjBXdzVXMXBxaEl6d2pWZWFhQlhxeW4tV3JEZXpuR09SYURtOFUyS28wVmtvMFAyMWotcHg5dVRCcWU?oc=5
Security & Exploits,Solana (SOL) $285M Drift Protocol Exploit Raises Architecture Security Questions for DeFi Users - openPR.com,"<a href=""https://news.google.com/rss/articles/CBMimgFBVV95cUxORllLOUI0ZHZGSTBza2dBcGlxVnJaeFYyd0dhbj...",https://news.google.com/rss/articles/CBMimgFBVV95cUxORllLOUI0ZHZGSTBza2dBcGlxVnJaeFYyd0dhbjFoV1FKMm1qLW1tMjlpLWg3dUx0empja0ZVSTA4dlE3ZDZ4SE9PRzlOWl92MEYxQjVqSFNRVXNBX0hveDFiaVRIRnMzemliZWZweUhDeHZTYWh1SnNtemk1aVQ4eGg1RE1LOXY1WHMxcFdNQnZFNU5lNXlrM1lB?oc=5
Security & Exploits,"0x Protocol (ZRX) Price Prediction 2026, 2027 and 2030: Can ZRX See a Price Hike? - MEXC","<a href=""https://news.google.com/rss/articles/CBMiSEFVX3lxTFBRZm5IRlBhUGQzRFdnVEJETTAwWmR6X0MtT2ptZ2...",https://news.google.com/rss/articles/CBMiSEFVX3lxTFBRZm5IRlBhUGQzRFdnVEJETTAwWmR6X0MtT2ptZ2xVSkt1SmhhUWFTXzktblhUWEMtRG1reFhmd2dxQzgyNVcyWQ?oc=5
Security & Exploits,Solana (SOL) Price Prediction After Drift Protocol $285M Exploit as SOL Tests Critical $80 Support - openPR.com,"<a href=""https://news.google.com/rss/articles/CBMikwFBVV95cUxOa25vc2xCSVQ1aW0yS0RKVDFaN1Z1M2JFV3c0Uk...",https://news.google.com/rss/articles/CBMikwFBVV95cUxOa25vc2xCSVQ1aW0yS0RKVDFaN1Z1M2JFV3c0UkZHcjVEaWFVcmVWcTVvaU9UZHg0X2VfREZqSEJQSlZ4THE3M21FY09kbTRZWDVKLTJTQVZSVXQ0Y1YycnlFRkp5UnFtd1c3dE1JdVkwZW5ESFM4MDVYdURqNFhDSl96bW1TVmV1N3JaejZDWVdtem8?oc=5
Security & Exploits,DeFi Lending's Risk-Reward Ratio Sparks Debate Between Researchers and Curators - Cryptonews.net,"<a href=""https://news.google.com/rss/articles/CBMiVEFVX3lxTE5nZWVTb0Q1YkhLNlJsUFJiRG1yb0lhM19uZWdabF...",https://news.google.com/rss/articles/CBMiVEFVX3lxTE5nZWVTb0Q1YkhLNlJsUFJiRG1yb0lhM19uZWdabFRTdUpLVlNSNDF0Yk95NG9leXNOekdjUlIxaW9wVWRfTjF6UGtwU25rdlZULTZIRQ?oc=5
Security & Exploits,Drift Protocol $285 Million Exploit Exposes Solana DeFi Trust Crisis as 146 AI Agents Pass Verification - openPR.com,"<a href=""https://news.google.com/rss/articles/CBMinAFBVV95cUxQdE40akdlN203U3Q5akx5RWtKdHZVWEt5SThNX3...",https://news.google.com/rss/articles/CBMinAFBVV95cUxQdE40akdlN203U3Q5akx5RWtKdHZVWEt5SThNX3FmWGRLS3RGTDh0d2V4eHIxd2NCSG9uaDZlY0RVUGdhT1FYNlByRVQzb3VmUUlKbEFCNUw2SmhITGZVUFJEQWsxcE0yaGc0RU9sQjRFc1ZYZHBvZHJlUDk2ejE1bmt6djBCa0JUOVAzS3lTRDlRc3VSTjZTTVg1amI?oc=5
Security & Exploits,"DeFi Security Shift: Human Exploits Net $280 Million, Bypassing Code - Whalesbook","<a href=""https://news.google.com/rss/articles/CBMi2wFBVV95cUxOX3ZIWFo0OHROMGs0UHpvV0Y0bVlkZTNBaXpQZH...",https://news.google.com/rss/articles/CBMi2wFBVV95cUxOX3ZIWFo0OHROMGs0UHpvV0Y0bVlkZTNBaXpQZHhvWTdpN0FpVGJORTJldEJ3RjZHQ0w0dUJKMjVIUGJXNU9HWTlOeFlvX1c1QkY2Qk9hMWtPRkZtUndCNnRFU2h2dzdfY2hrOHV2SHdlYUlGRWNQczNLbnYwMS1VTFU1SHJJYWU2WTRTWGs0WmlEZmhsanlydUdTSlcxdEtSN3YzUTY2dzM3Y1hXaFRIN1g4aXZra3FLTWpnc2NMbm1PZEhxUEZIWXJhZ1JGcTlpYXl4UUp1ZEJsdEk?oc=5
Security & Exploits,Solana USD Faces $71.94 Test as North Korea Drift Hack Weighs on Recovery - Meyka,"<a href=""https://news.google.com/rss/articles/CBMiogFBVV95cUxPdllMaWpLY1U1WmwxZWZOQWNiV1owc1M0QWlwUH...",https://news.google.com/rss/articles/CBMiogFBVV95cUxPdllMaWpLY1U1WmwxZWZOQWNiV1owc1M0QWlwUHgyWTBGdkJ6dU9nRXdUUjk2WkVfcG1ZTFhOUGF3RlhQZG5TV0w0VXBkLWluMEt2dEtNb2tNQzZ6NWc4YzlZQUZFMmc2SGxiQ0RJY0Y3ZkNjTm5GTDhuUm5Selg4SHloTGtnZnRVWVpJRjBEOUVtVFk1U2xWRkJmZjNSb2Rkd1E?oc=5
Security & Exploits,$285M Solana Disaster – Here’s What Actually Happened - CaptainAltcoin,"<a href=""https://news.google.com/rss/articles/CBMigwFBVV95cUxNSm1CNktTNnlBZ09vNW9CZVBwN1JwQ0VxY0ZVUD...",https://news.google.com/rss/articles/CBMigwFBVV95cUxNSm1CNktTNnlBZ09vNW9CZVBwN1JwQ0VxY0ZVUDRmQkNYM1BDdXhpWFhZVUFYM3BJMlpYM2dzYUZRdjhBVVR1VWVhRG9wVWs5bjlFQkN5d1BvSjhlTUFxM3BiM1F6LUEtMDEwbzVRRTlKZXY0dko5VFI0TVhLUEhmMUQyOA?oc=5
Security & Exploits,CertiK Launches AI Auditor with 88.6% Detection Rate to Streamline Web3 Security - CoinCodex,"<a href=""https://news.google.com/rss/articles/CBMitgFBVV95cUxOdVByd05oZi15d0QtMTM1OUpvUmV3ZXhRWGJ1VE...",https://news.google.com/rss/articles/CBMitgFBVV95cUxOdVByd05oZi15d0QtMTM1OUpvUmV3ZXhRWGJ1VERlLU5LTkU3TGU5OVBFZGppQ2pLSUtNdXJuRkJvbFN6ZUV4NXJ4bGI2QTRON2p0ZXhTQ2ltVXk1NHE3RGc5bzY0b1cwcDRHbEVyeUZZdWFXdG1LMmp0VjVoby1LVEFuVlg3QWhTNXMtMkQ3Z2xMNFc5TEVsR3ZTbm5yYmZsWm9VNTBwSW1fOU9XSTRwcC1tcTJ4Zw?oc=5
